Time lasted ,0.11089,s
Time lasted ,0.10744,s
Time lasted ,0.12286,s
Time lasted ,0.10877,s
Time lasted ,0.10477,s
Time lasted ,0.10136,s
Time lasted ,0.10615,s
Time lasted ,0.11137,s
Time lasted ,0.10571,s
Time lasted ,0.10746,s
Total,1.08678,s
mean,0.108678,s
average mean,0.054339,s
time in min,0.00090565,min
