Time elapsed was 349410032ns or 0.349410032s
Time elapsed was 350276326ns or 0.350276326s
Time elapsed was 349159415ns or 0.349159415s
Time elapsed was 348421704ns or 0.348421704s
Time elapsed was 347888625ns or 0.347888625s
Time elapsed was 365468364ns or 0.365468364s
Time elapsed was 348381918ns or 0.348381918s
Time elapsed was 349050906ns or 0.349050906s
Time elapsed was 348932613ns or 0.348932613s
Time elapsed was 359474838ns or 0.359474838s
