Time lasted ,703.85802,s
Time lasted ,685.7704,s
Time lasted ,704.1699,s
Time lasted ,737.3736,s
Time lasted ,776.88887,s
Time lasted ,743.90763,s
Time lasted ,769.60777,s
Time lasted ,679.49421,s
Time lasted ,725.08865,s
Time lasted ,667.40361,s
Total,7193.56266,s
mean,719.356266,s
average mean,359.678133,s
time in min,5.99463555,min
