Time lasted ,0.00002,s
Time lasted ,0.00002,s
Time lasted ,0.00001,s
Time lasted ,0.00002,s
Time lasted ,0.00004,s
Time lasted ,0.00002,s
Time lasted ,0.00002,s
Time lasted ,0.00002,s
Time lasted ,0.00001,s
Time lasted ,0.00001,s
Total,0.00019,s
mean,0.00002,s
average mean,0.00001,s
time in min,0.00000016,min
